id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
1847,NOWA WIEŚ PODGÓRNA,4842500,3252500,20500,Warta,Warta,Oder,PL,2.000,2571,174.900,226.300,352.900,436.700,517.100,621.100,699.100,776.800,879.300,0,0.000,0.000,0.000,,,
1848,OSTROŁĘKA,5097500,3397500,21950,Narew,Narew,Vistula,PL,2.000,2505,256.100,311.300,447.100,537.000,623.300,735.000,818.600,902.000,1012.000,0,0.000,0.000,0.000,,,
1849,ŚREM,4797500,3247500,22425,Warta,Warta,Oder,PL,2.000,2551,192.400,250.800,394.500,489.600,580.900,699.000,787.500,875.700,992.100,0,0.000,0.000,0.000,,,
1850,KRZYCZEW,5242500,3312500,27650,Narew,Bug,Vistula,PL,3.000,2417,319.900,377.200,518.100,611.500,701.000,816.800,903.700,990.200,1104.300,0,0.000,0.000,0.000,,,
1851,BRZEG DOLNY,4792500,3147500,26575,"Oder, below Easter Neisse",Oder,Oder,PL,1.000,7511,623.200,801.600,1240.700,1531.400,1810.300,2171.200,2441.700,2711.200,3066.800,1,0.000,1.000,0.000,0.000,,0.000
1852,OBORNIKI,4787500,3302500,25925,Warta,Warta,Oder,PL,2.000,2531,228.600,295.700,460.700,569.900,674.700,810.300,911.900,1013.200,1146.800,0,0.000,0.000,0.000,,,
1853,MALCZYCE,4782500,3147500,26875,"Oder, below Easter Neisse",Oder,Oder,PL,1.000,7511,617.100,795.000,1232.800,1522.700,1800.800,2160.700,2430.400,2699.100,3053.700,1,0.000,1.000,0.000,0.000,,0.000
1854,KOŁO,5127500,3102500,30725,"Vistula, below Dunajec",Vistula,Vistula,PL,1.000,5111,1378.500,1736.000,2615.800,3198.300,3757.000,4480.200,5022.200,5562.100,6274.500,0,0.000,0.000,0.000,,,
1855,WRONKI,4732500,3302500,30000,Warta,Warta,Oder,PL,2.000,2511,269.100,345.200,532.600,656.700,775.700,929.800,1045.200,1160.200,1312.000,0,0.000,0.000,0.000,,,
1856,MIĘDZYCHÓD,4712500,3297500,30525,Warta,Warta,Oder,PL,2.000,2511,272.100,348.500,536.600,661.200,780.700,935.400,1051.300,1166.700,1319.100,0,0.000,0.000,0.000,,,
1857,SKWIERZYNA,4702500,3292500,30850,Warta,Warta,Oder,PL,2.000,2511,274.100,350.900,539.800,664.800,784.800,940.100,1056.500,1172.400,1325.400,0,0.000,0.000,0.000,,,
1858,GŁOGÓW,4747500,3192500,36575,"Oder, below Barycz",Oder,Oder,PL,1.000,7111,652.900,827.700,1258.000,1542.900,1816.200,2169.900,2435.000,2699.100,3047.500,1,1.000,0.000,0.000,1.000,1.000,1.000
1859,WYSZKÓW,5087500,3327500,38100,Narew,Bug,Vistula,PL,3.000,2411,422.100,500.300,692.900,820.400,942.700,1101.000,1219.700,1337.900,1493.800,0,0.000,0.000,0.000,,,
1860,NIETKÓW,4682500,3227500,39800,"Oder, below Barycz",Oder,Oder,PL,1.000,7111,624.100,789.000,1194.800,1463.400,1721.100,2054.700,2304.700,2553.700,2882.300,1,1.000,0.000,0.000,1.000,1.000,1.000
1861,ANNOPOL,5152500,3152500,51500,"Vistula, below San",Vistula,Vistula,PL,1.000,3911,1783.200,2226.000,3315.900,4037.500,4729.600,5625.600,6297.000,6965.900,7848.400,0,0.000,0.000,0.000,,,
1866,PUŁAWY-AZOTY,5147500,3217500,57650,"Vistula, below San",Vistula,Vistula,PL,1.000,3711,1781.200,2222.800,3309.300,4028.800,4718.800,5612.100,6281.400,6948.400,7828.200,0,0.000,0.000,0.000,,,
1867,DĘBLIN,5132500,3227500,68100,"Vistula, below Wieprz",Vistula,Vistula,PL,1.000,3511,1834.500,2282.900,3386.200,4116.700,4817.400,5724.300,6404.000,7081.200,7974.600,0,0.000,0.000,0.000,,,
1869,WARSZAWA-NADWILANÓWKA ŚL,5077500,3292500,84700,"Vistula, below Pilica",Vistula,Vistula,PL,1.000,3111,1927.300,2366.700,3448.200,4164.200,4851.100,5740.100,6406.300,7070.100,7945.800,0,0.000,0.000,0.000,,,
1876,MODLIN,5037500,3307500,159325,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1711,2603.100,3021.200,4049.900,4731.100,5384.500,6230.200,6863.900,7495.400,8328.400,0,0.000,0.000,0.000,,,
1877,WYSZOGRÓD,5017500,3302500,159500,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1711,2591.100,3007.100,4030.800,4708.600,5358.700,6200.300,6830.900,7459.300,8288.200,0,0.000,0.000,0.000,,,
1878,WŁOCŁAWEK,4937500,3322500,171250,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1511,2577.200,3022.700,4119.100,4845.000,5541.300,6442.600,7118.000,7790.900,8678.700,0,0.000,0.000,0.000,,,
1879,TORUŃ,4887500,3357500,180025,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1311,2683.700,3126.700,4216.900,4938.700,5631.000,6527.200,7198.800,7867.900,8750.700,0,0.000,0.000,0.000,,,
1880,FORDON,4872500,3382500,185575,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1111,2751.400,3196.300,4291.200,5016.100,5711.500,6611.600,7286.100,7958.100,8844.700,0,0.000,0.000,0.000,,,
1881,CHEŁMNO,4882500,3397500,186900,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1111,2759.500,3203.600,4296.500,5020.100,5714.200,6612.600,7285.800,7956.600,8841.600,0,0.000,0.000,0.000,,,
1882,GRUDZIĄDZ,4897500,3427500,189525,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1111,2797.400,3240.900,4332.200,5054.800,5747.800,6645.000,7317.200,7987.100,8870.800,0,0.000,0.000,0.000,,,
1883,TCZEW,4897500,3482500,193725,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1111,2845.200,3285.900,4370.400,5088.400,5777.200,6668.700,7336.700,8002.400,8880.500,0,0.000,0.000,0.000,,,
1888,BUDESTI,5622500,2487500,10775,Danube,Arges,Danube,RO,,51411,150.900,205.400,339.400,428.100,513.300,623.400,706.000,788.300,896.800,1,0.000,1.000,0.000,0.000,,0.000
1889,SLOBOZIA,5697500,2547500,9500,Ialomita,Bratul Borcea,Danube,RO,,51211,284.900,389.000,645.200,814.900,977.600,1188.300,1346.100,1503.400,1710.900,0,0.000,0.000,0.000,,,
1890,Kunino,5457500,2342500,6825,Danube,Iskur,Danube,BG,,71411,154.800,224.000,394.400,507.200,615.400,755.400,860.400,964.900,1102.900,1,1.000,0.000,0.000,1.000,1.000,1.000
1891,OANCEA,5712500,2697500,26750,Prut,Prut,Danube,RO,,21111,273.400,455.700,904.400,1201.500,1486.400,1855.300,2131.700,2407.100,2770.400,0,0.000,0.000,1.000,,0.000,0.000
1892,SIRET,5507500,2892500,1650,Siret,Siret,Danube,RO,,43511,112.500,153.500,254.500,321.400,385.500,468.600,530.800,592.800,674.600,0,0.000,0.000,0.000,,,
1893,FELSOEZSOLCA,5127500,2832500,6475,Tisa,Slana,Danube,HU,,126211,135.000,177.000,280.500,349.000,414.800,499.900,563.600,627.200,711.000,0,0.000,0.000,1.000,,0.000,0.000
1894,SZEGED,5102500,2622500,138425,Tisa,Tisza,Danube,HU,,121111,2647.200,3015.400,3921.400,4521.300,5096.700,5841.600,6399.700,6955.800,7689.500,0,0.000,0.000,0.000,,,
1895,BRATISLAVA,4852500,2807500,131325,Danube,Mosoni-Duna,Danube,SK,,175111,5184.100,5987.900,7965.900,9275.500,10531.600,12157.700,13376.100,14590.200,16191.900,1,0.000,1.000,0.000,0.000,,0.000
1896,L'Adour à Audon -  010174-010691 00:00,3457500,2357500,4125,Adour,Adour,Adour,FR,1.000,35,317.900,357.600,455.400,520.100,582.100,662.400,722.600,782.600,861.800,0,0.000,0.000,0.000,,,
1897,L'Adour à Cahuzac-Sur-Adour,3512500,2332500,1300,Adour,Adour,Adour,FR,1.000,35,103.100,128.500,191.100,232.600,272.400,323.900,362.500,400.900,451.600,0,0.000,0.000,0.000,,,
1898,Le Gave De Pau à Berenx [Pont De Berenx],3442500,2332500,2575,Les Gaves Runis,Gave de Pau,Adour,FR,3.000,22,383.100,449.600,613.200,721.600,825.500,960.100,1060.900,1161.300,1293.800,0,0.000,0.000,2.000,,0.000,0.000
1899,Le Gave D'Oloron à Escos,3432500,2317500,2550,Les Gaves Runis,Gave,Adour,FR,2.000,23,481.600,574.300,802.400,953.500,1098.400,1285.900,1426.400,1566.400,1751.200,2,2.000,0.000,0.000,1.000,1.000,1.000
1900,Le Tarn à Villemur-Sur-Tarn,3632500,2347500,9100,Tarn,Tarn,Garonne,FR,2.000,431,891.300,1115.800,1668.400,2034.300,2385.300,2839.600,3180.100,3519.200,3966.700,0,0.000,0.000,0.000,,,
1901,Le Lot à Faycelles,3687500,2417500,6850,Lot,Lot,Garonne,FR,2.000,231,564.600,754.100,1220.500,1529.300,1825.600,2209.000,2496.300,2782.600,3160.300,0,0.000,0.000,1.000,,0.000,0.000
1902,La Vezere à Campagne,3602500,2467500,3725,Vezere,Vezere,Dordogne,FR,2.000,4,334.600,386.200,513.300,597.400,678.200,782.600,860.900,938.900,1041.800,0,0.000,0.000,0.000,,,
1903,L'Isle à Abzac,3527500,2487500,3750,Isle,Isle,Dordogne,FR,2.000,2,216.900,249.300,329.200,382.000,432.700,498.400,547.600,596.600,661.200,1,1.000,0.000,0.000,1.000,1.000,1.000
1904,La Dordogne à Cenac-Et-Saint-Julien [Cenac],3627500,2452500,8625,"Dordogne, headwaters",Dordogne,Dordogne,FR,1.000,5,515.600,598.900,803.900,939.600,1069.800,1238.300,1364.600,1490.400,1656.400,2,1.000,1.000,0.000,0.500,1.000,0.667
1905,La Loire à Villerest,3857500,2562500,6725,Loire,Loire,Loire,FR,,9511,517.000,708.600,1179.900,1492.000,1791.400,2178.900,2469.200,2758.500,3140.200,1,1.000,0.000,0.000,1.000,1.000,1.000
1906,La Loire à Villerest [Pont de Villerest],3857500,2557500,6700,Loire,Loire,Loire,FR,,9511,516.600,708.000,1179.000,1490.800,1790.000,2177.100,2467.300,2756.400,3137.800,1,1.000,0.000,0.000,1.000,1.000,1.000
1907,L'Allier à Moulins,3807500,2622500,13075,Allier,Allier,Loire,FR,,8111,532.100,650.800,943.000,1136.500,1322.100,1562.400,1742.400,1921.800,2158.400,2,0.000,2.000,0.000,0.000,,0.000
1908,La Vienne à Lussac-Les-Chateaux,3607500,2627500,5625,Vienne,Vienne,Loire,FR,,4511,434.200,485.700,612.400,696.400,776.900,881.100,959.100,1036.900,1139.600,1,0.000,1.000,0.000,0.000,,0.000
1910,La Creuse à Leugny,3612500,2687500,7975,Vienne,Creuse,Loire,FR,,4211,414.500,489.800,675.400,798.200,916.000,1068.500,1182.800,1296.700,1446.900,1,0.000,1.000,0.000,0.000,,0.000
1911,La Vienne à Nouatre,3602500,2702500,20000,Vienne,Vienne,Loire,FR,,4111,941.400,1075.100,1404.300,1622.200,1831.200,2101.800,2304.500,2506.600,2773.100,1,0.000,1.000,0.000,0.000,,0.000
1912,Le Loir à Durtal,3557500,2782500,7925,Maine,Loir,Loire,FR,,2421,145.700,174.500,245.300,292.200,337.200,395.500,439.100,482.600,540.000,0,0.000,0.000,1.000,,0.000,0.000
1913,La Loire à Nevers,3807500,2672500,17650,Loire,Loire,Loire,FR,,9111,832.100,1032.300,1525.200,1851.500,2164.500,2569.600,2873.200,3175.700,3574.800,0,0.000,0.000,0.000,,,
1915,La Loire à Saumur,3567500,2732500,81425,Loire,Loire,Loire,FR,,3311,2212.800,2473.700,3115.800,3540.800,3948.600,4476.400,4871.900,5266.000,5785.800,0,0.000,0.000,2.000,,0.000,0.000
1916,La Loire [Totale] à Nantes [Saint Felix],3457500,2747500,112300,Loire,Loire,Loire,FR,,1511,2850.800,3145.600,3871.100,4351.400,4812.200,5408.600,5855.500,6300.800,6888.200,0,0.000,0.000,1.000,,0.000,0.000
1918,La Saone à Pagny-La-Ville [Lechatelet],3952500,2672500,11700,Saone,Saone,Rhone,FR,2.000,651,769.700,876.500,1139.200,1313.100,1480.000,1695.900,1857.800,2019.000,2231.800,0,0.000,0.000,0.000,,,
1919,Le Rhone à Lyon [Perrache],3922500,2532500,20700,Rhone,Rhone,Rhone,FR,1.000,711,1596.500,1813.100,2346.100,2699.000,3037.500,3475.700,3804.100,4131.200,4562.800,0,0.000,0.000,1.000,,0.000,0.000
1920,Le Rhone à Viviers,3897500,2392500,71225,"Rhone, below Isere",Rhone,Rhone,FR,1.000,331,3513.900,3899.800,4849.700,5478.600,6081.900,6862.700,7447.800,8030.800,8800.000,1,1.000,0.000,1.000,1.000,0.500,0.667
1921,Le Rhone à Viviers,3897500,2397500,71025,"Rhone, below Isere",Rhone,Rhone,FR,1.000,331,3510.200,3895.800,4844.700,5472.900,6075.500,6855.600,7440.100,8022.500,8790.900,1,1.000,0.000,1.000,1.000,0.500,0.667
1922,Le Rhone à Beaucaire,3887500,2312500,95950,Rhone,Rhone,Rhone,FR,1.000,111,4793.600,5547.000,7401.000,8628.500,9806.000,11330.100,12472.200,13610.100,15111.400,1,1.000,0.000,0.000,1.000,1.000,1.000
1923,L'Isere à Beaumont-Monteux,3922500,2447500,11850,Isere,Isere,Rhone,FR,2.000,411,701.600,782.500,981.700,1113.600,1240.100,1403.900,1526.600,1648.800,1810.100,0,0.000,0.000,1.000,,0.000,0.000
1924,L'Isere à Beaumont-Monteux,3917500,2447500,11875,Isere,Isere,Rhone,FR,2.000,411,702.000,783.200,982.800,1114.900,1241.700,1405.800,1528.800,1651.300,1812.900,0,0.000,0.000,1.000,,0.000,0.000
1925,La Durance à Saint-Paul-Les-Durance [Jouques-Cadarache],3977500,2297500,11850,Durance,Durance,Rhone,FR,2.000,211,739.300,918.300,1358.900,1650.500,1930.300,2292.400,2563.800,2834.200,3190.900,0,0.000,0.000,0.000,,,
1926,L'Yonne à Gurgy,3842500,2767500,3800,Yonne,Yonne,Seine,FR,2.000,1051,162.000,190.400,260.100,306.300,350.600,407.900,450.900,493.700,550.200,0,0.000,0.000,0.000,,,
1927,L'Armançon à Brienon-sur-Armançon,3842500,2782500,2975,Yonne,Armancon,Seine,FR,3.000,1021,138.000,159.000,210.700,244.900,277.700,320.200,352.000,383.700,425.600,0,0.000,0.000,0.000,,,
1928,L'Yonne à Courlon-sur-Yonne,3817500,2822500,10725,Yonne,Yonne,Seine,FR,2.000,1011,368.000,419.800,547.500,632.000,713.100,818.000,896.700,975.000,1078.400,0,0.000,0.000,0.000,,,
1929,Le Loing àÉpisy,3787500,2827500,3900,Loing,Loing,Seine,FR,2.000,811,73.000,90.800,134.500,163.500,191.200,227.100,254.100,280.900,316.300,1,0.000,1.000,0.000,0.000,,0.000
1930,La Marne à la Ferté-sous-Jouarre,3822500,2897500,8650,Marne,Marne,Seine,FR,2.000,611,284.000,316.600,397.000,450.200,501.200,567.300,616.800,666.100,731.200,0,0.000,0.000,1.000,,0.000,0.000
1931,La Marne à Gournay-sur-Marne,3772500,2882500,12625,Marne,Marne,Seine,FR,2.000,611,376.700,431.400,566.200,655.400,741.000,851.800,934.900,1017.600,1126.700,0,0.000,0.000,1.000,,0.000,0.000
1932,La Marne à Gournay-sur-Marne [station ultra-son],3777500,2887500,12475,Marne,Marne,Seine,FR,2.000,611,374.100,428.100,561.000,649.100,733.500,842.800,924.700,1006.300,1114.000,0,0.000,0.000,1.000,,0.000,0.000
1933,L'Aisne à Givry,3927500,2947500,2975,Oise,Aisne,Seine,FR,2.000,441,142.200,161.100,207.700,238.600,268.200,306.500,335.200,363.800,401.600,1,0.000,1.000,2.000,0.000,0.000,0.000
1934,L'Oise à Sempigny,3812500,2962500,4275,Oise,Oise,Seine,FR,2.000,431,98.500,114.700,154.500,180.800,206.100,238.800,263.300,287.800,320.000,0,0.000,0.000,1.000,,0.000,0.000
1935,La Seine à Poissy,3732500,2907500,61750,"Seine, below Oise",Seine,Seine,FR,1.000,331,1394.900,1574.100,2014.900,2306.700,2586.600,2949.000,3220.500,3491.100,3848.000,0,0.000,0.000,1.000,,0.000,0.000
1937,LAUCHA,4437500,3127500,6250,Saale,Unstrut,Elbe,DE,3.000,4411,81.400,103.100,156.400,191.700,225.600,269.500,302.300,335.100,378.300,0,0.000,0.000,0.000,,,
1938,SMALININKAI,5112500,3617500,81175,"Nemunas, below Neris",Nemunas,Nemunas,LT,1.000,151,1089.100,1344.000,1971.100,2386.300,2784.600,3300.100,3686.500,4071.400,4579.200,0,0.000,0.000,0.000,,,
1939,JONAVA,5222500,3637500,24425,Neris,Neris,Nemunas,LT,2.000,211,371.600,447.800,635.400,759.500,878.600,1032.800,1148.400,1263.500,1415.300,0,0.000,0.000,0.000,,,
1940,INTSCHEDE,4262500,3317500,38650,Weser,Weser,Weser,DE,1.000,111,1020.900,1149.900,1467.300,1677.500,1879.100,2140.000,2335.600,2530.400,2787.400,0,0.000,0.000,0.000,,,
1941,HANN.-MUENDEN,4297500,3147500,12575,Weser,Weser,Weser,DE,1.000,511,465.500,539.400,721.200,841.600,957.100,1106.600,1218.600,1330.200,1477.400,0,0.000,0.000,0.000,,,
1942,PORTA,4242500,3237500,19300,"Weser, below Diemel",Weser,Weser,DE,1.000,311,640.700,726.000,936.000,1074.900,1208.300,1380.800,1510.100,1639.000,1809.000,0,0.000,0.000,0.000,,,
1943,AELVKARLEBY KRV,4727500,4187500,28575,Dalaelven,Dalaelven,Dal,SE,1.000,11,529.900,595.500,756.900,863.800,966.400,1099.100,1198.500,1297.600,1428.400,0,0.000,0.000,0.000,,,
1944,EMSFORS BRUK,4712500,3797500,4450,Eman,Eman,Eman,SE,1.000,1,71.700,87.000,124.800,149.800,173.800,204.800,228.100,251.200,281.800,0,0.000,0.000,0.000,,,
1945,VAENERSBORG - VARGOENS KRV,4457500,3912500,48675,Gota,Gota,Gota,SE,1.000,1,598.100,726.900,1043.900,1253.700,1455.100,1715.600,1910.900,2105.500,2362.200,0,0.000,0.000,0.000,,,
1946,RAASAKKA (NEAR THE MOUTH),5037500,4767500,6525,Iijoki,Iijoki,Iijoki,FI,1.000,1,294.700,359.800,520.100,626.200,728.000,859.700,958.500,1056.800,1186.600,0,0.000,0.000,0.000,,,
1947,BERGEFORSENS KRV,4692500,4397500,25825,Indalselven,Indalselven,Indalsalven,SE,1.000,1,645.000,714.400,885.200,998.300,1106.700,1247.100,1352.300,1457.200,1595.500,0,0.000,0.000,1.000,,0.000,0.000
1948,VAAJAKOSKI (HAAPAKOSKI),5142500,4437500,17550,Kymijoki,Leppavesi-Paijanne,Kymijoki,FI,,33,247.900,275.400,343.300,388.300,431.400,487.200,529.100,570.700,625.700,1,1.000,0.000,0.000,1.000,1.000,1.000
1949,ANJALA,5232500,4282500,35625,Kymijoki,Kymijoki,Kymijoki,FI,1.000,11,432.800,467.800,554.100,611.200,666.000,736.900,790.100,843.000,912.900,2,2.000,0.000,0.000,1.000,1.000,1.000
1950,ANGABAECKS KRV,4542500,3717500,6925,Lagan,Lagan,Lagan,SE,1.000,1,149.500,170.600,222.400,256.700,289.600,332.200,364.100,395.900,437.800,0,0.000,0.000,0.000,,,
1951,SKALLBOELE KRV,4682500,4382500,11925,Ljungan,Ljungan,Ljungan,SE,1.000,1,233.500,299.500,462.100,569.700,672.900,806.500,906.700,1006.400,1138.000,0,0.000,0.000,0.000,,,
1952,LJUSNE STROEMMAR KRV,4697500,4257500,20075,Ljusnan,Ljusnan,Ljusnan,SE,1.000,1,486.900,583.100,819.700,976.400,1126.700,1321.200,1467.000,1612.200,1803.900,0,0.000,0.000,0.000,,,
1953,"BODENS KRV (+ VATTENVERK, TRANGFORS)",4857500,4787500,24775,Luleaelven,Luleaelven,Luleaelven,SE,1.000,1,737.000,816.300,1011.500,1140.700,1264.700,1425.100,1545.400,1665.100,1823.200,0,0.000,0.000,0.000,,,
1954,OEVRE STOCKHOLM,4777500,4052500,23250,Maelaren,Maelaren,Arbogaan,SE,1.000,1,279.000,337.800,482.400,578.100,669.900,788.800,877.800,966.600,1083.600,0,0.000,0.000,0.000,,,
1955,MERISKOSKI (NEAR THE MOUTH),5057500,4732500,24400,Oulujoki,Oulujoki,Oulujoki,FI,1.000,1,693.000,805.500,1082.500,1265.800,1441.800,1669.400,1840.100,2010.100,2234.300,0,0.000,0.000,0.000,,,
1956,SIKFORS KRV,4837500,4757500,10900,Pitealven,Pitealven,Pitealven,SE,1.000,1,417.200,474.300,615.000,708.100,797.400,913.000,999.600,1086.000,1199.800,0,0.000,0.000,0.000,,,
1957,KVISTFORSENS KRV,4837500,4667500,11275,Skellefteaelven,Skellefteaelven,Skelleftealven,SE,1.000,1,229.100,255.100,319.100,361.500,402.200,454.800,494.200,533.500,585.400,0,0.000,0.000,0.000,,,
1958,UMEAE,4832500,4557500,26950,Umeaelven,Umeaelven,Umealven,SE,1.000,1,958.600,1054.800,1291.700,1448.600,1599.100,1793.800,1939.700,2085.100,2277.000,0,0.000,0.000,1.000,,0.000,0.000
1959,TAINIONKOSKI,5322500,4362500,60650,Vuoksi,Vuoksi,Neva,FI,1.000,11,859.800,923.100,1078.900,1182.100,1281.100,1409.100,1505.100,1600.800,1726.900,0,0.000,0.000,0.000,,,
1960,CORROFIN,3082500,3537500,575,Clare,Clare,Corrib,IE,2.000,2,69.700,78.300,99.500,113.600,127.100,144.500,157.600,170.700,187.900,0,0.000,0.000,0.000,,,
1961,DECIN,4617500,3087500,51100,"Elbe, below Ohre",Elbe,Elbe,CZ,1.000,9111,1035.700,1398.300,2290.800,2881.800,3448.600,4182.300,4732.100,5279.900,6002.600,0,0.000,0.000,0.000,,,
1962,ZELEZNY BROD,4697500,3072500,800,Jizera,Jizera,Elbe,CZ,2.000,14111,141.100,170.400,242.300,289.900,335.500,394.700,439.000,483.100,541.300,0,0.000,0.000,0.000,,,
1963,MORAVICANY,4832500,2977500,2300,Morava,Morava,Danube,CZ,,183511,81.100,104.300,161.400,199.300,235.600,282.500,317.800,352.800,399.100,0,0.000,0.000,0.000,,,
1964,TEPLICE,4882500,2962500,1250,Morava,Becva,Danube,CZ,,183411,138.200,179.500,281.200,348.500,413.000,496.600,559.200,621.600,703.900,0,0.000,0.000,0.000,,,
1965,GLAN,4682500,3947500,12425,Motala Stroem,Motala Stroem,Motala Stroem,SE,1.000,1,139.000,159.300,209.300,242.500,274.200,315.300,346.100,376.800,417.300,1,1.000,0.000,0.000,1.000,1.000,1.000
1966,KUKKOLANKOSKI OEVRE,4957500,4827500,39975,Torne,Torneaelven,Torne,SE,1.000,1,1367.900,1554.100,2012.500,2316.000,2607.100,2983.900,3266.300,3547.600,3918.800,0,0.000,0.000,0.000,,,
1967,SCHAERDING,4572500,2822500,26050,Inn,Inn,Danube,AT,,201111,2160.300,2478.900,3262.800,3781.800,4279.600,4924.000,5406.900,5888.000,6522.800,1,0.000,1.000,0.000,0.000,,0.000
1968,SPIELFELD,4747500,2642500,9625,Drava,Mur,Danube,AT,,142111,527.400,623.100,858.600,1014.500,1164.000,1357.600,1502.700,1647.200,1837.900,0,0.000,0.000,0.000,,,
1969,FRIESACH,4727500,2692500,6825,Drava,Mur,Danube,AT,,142311,372.000,447.500,633.300,756.400,874.400,1027.200,1141.600,1255.700,1406.200,0,0.000,0.000,0.000,,,
1970,TRIER UP,4077500,2962500,23650,Moselle,Moselle,Rhine,DE,,4131,1391.900,1604.900,2129.100,2476.200,2809.100,3240.000,3562.900,3884.600,4309.100,1,1.000,0.000,0.000,1.000,1.000,1.000
1971,RETHEM,4282500,3297500,15500,Aller,Aller,Weser,DE,2.000,211,305.100,368.700,525.100,628.700,728.100,856.700,953.100,1049.200,1175.900,0,0.000,0.000,0.000,,,
1972,LETZTER HELLER,4307500,3137500,5500,Werra,Werra,Weser,DE,2.000,811,217.400,261.000,368.300,439.400,507.500,595.800,661.900,727.700,814.600,0,0.000,0.000,0.000,,,
1973,VERSEN,4137500,3292500,8425,Ems,Ems,Ems,DE,1.000,1,298.000,345.400,462.100,539.300,613.400,709.300,781.200,852.800,947.200,0,0.000,0.000,0.000,,,
1974,BERLIN MUEHLENDAMM OP,4577500,3262500,6900,Havel,Spree,Elbe,DE,3.000,2211,74.900,105.900,182.300,232.800,281.300,344.100,391.100,437.900,499.800,0,0.000,0.000,0.000,,,
1975,BAD LIEBENWERDA,4557500,3157500,3125,Schwarze Elster,Schwarze Elster,Elbe,DE,2.000,8111,49.400,63.900,99.700,123.400,146.100,175.500,197.500,219.500,248.400,0,0.000,0.000,0.000,,,
1976,KEMPTEN,4347500,2732500,950,Iller,Iller,Danube,DE,,212411,268.600,314.300,426.800,501.300,572.800,665.200,734.500,803.600,894.600,1,0.000,1.000,0.000,0.000,,0.000
1977,MEGEN DORP,4017500,3197500,29000,Meuse,Meuse,Rhine,NL,,2311,1397.900,1608.800,2128.100,2471.800,2801.600,3228.400,3548.300,3866.900,4287.400,1,1.000,0.000,0.000,1.000,1.000,1.000
1978,BRYDEKIRK,3472500,3627500,950,R. Annan,Annan,Annan,UK,1.000,1,239.200,275.600,365.200,424.500,481.400,555.100,610.300,665.300,737.800,1,1.000,0.000,0.000,1.000,1.000,1.000
1979,Caton,3492500,3512500,1000,Lune,Lune,Lune,UK,1.000,1,287.100,359.900,538.900,657.500,771.200,918.400,1028.700,1138.600,1283.600,0,0.000,0.000,1.000,,0.000,0.000
1980,DOVIKFOSS,4317500,4087500,16100,Begna,Dramselv,Drammen,NO,1.000,11,601.600,687.300,898.000,1037.500,1171.300,1344.500,1474.300,1603.600,1774.200,0,0.000,0.000,0.000,,,
1981,LANGNES,4387500,4052500,40525,"Glomma, below Lagen",Glomma,Glomma,NO,1.000,111,1554.600,1802.300,2412.000,2815.600,3202.800,3703.900,4079.500,4453.700,4947.300,0,0.000,0.000,0.000,,,
1982,KISTA,4842500,5237500,6250,Altaelva,Altaelva,Altaelva,NO,1.000,1,289.200,321.800,402.000,455.100,506.000,571.900,621.300,670.500,735.500,1,0.000,1.000,0.000,0.000,,0.000
1983,LAKE INARI OUTLET,5012500,5177500,5475,Paatsjoki,Paatsjoki,Paatsjoki,FI,1.000,3,167.900,190.100,244.600,280.700,315.400,360.200,393.800,427.300,471.400,0,0.000,0.000,0.000,,,
1984,HARJAVALTA,4967500,4302500,26300,Kokemaenjoki,Kokemaenjoki,Kokem,FI,1.000,1,430.800,483.400,613.000,698.900,781.200,887.700,967.500,1047.100,1152.000,0,0.000,0.000,0.000,,,
1985,LAKE LENTUA OUTLET,5262500,4702500,2125,Oulujoki,Oulujoki,Oulujoki,FI,2.000,2,72.000,81.800,106.000,122.000,137.400,157.300,172.300,187.100,206.700,1,0.000,1.000,0.000,0.000,,0.000
1986,JYLHAMA (VAALA),5127500,4702500,21725,Oulujoki,Oulujoki,Oulujoki,FI,1.000,1,606.500,699.700,929.300,1081.200,1227.000,1415.700,1557.100,1698.000,1883.900,0,0.000,0.000,0.000,,,
1987,KULDIGA,5047500,3822500,8250,Venta,Venta,Venta,LV,1.000,1,316.900,359.800,465.300,535.100,602.100,688.800,753.800,818.600,904.000,0,0.000,0.000,0.000,,,
1988,VALMIERA,5237500,3922500,6325,Gauja,Gauja,Gauja,LV,1.000,1,184.100,216.800,297.400,350.700,401.900,468.100,517.800,567.200,632.500,0,0.000,0.000,0.000,,,
1989,MEZOTNE,5187500,3787500,9525,Lielupe,Lielupe,Lielupe,LV,1.000,1,307.800,368.300,517.300,615.900,710.500,833.000,924.800,1016.200,1136.800,0,0.000,0.000,0.000,,,
1990,UKMERGE,5252500,3662500,5950,Neris,Sventoji,Nemunas,LT,3.000,221,137.800,167.300,239.900,288.000,334.100,393.800,438.500,483.100,541.900,2,0.000,2.000,0.000,0.000,,0.000
